Longitude;Latitude;geohash;unique_prefix
-117.86;33.66;9mupqp8gwyvb;9mupqp8
-117.91;33.63;9mupkfhscy8f;9mupkfh
-117.87;33.61;9mupjy98my5x;9mupjy9
-117.89;33.61;9mupjqe07yjp;9mupjqe
-117.86;33.67;9mupw12vyytf;9mupw12
-117.85;33.63;9mupq60hzyxf;9mupq60
-117.92;33.62;9mupk8m68yh3;9mupk8m
-117.83;33.57;9munyxnz3vw8;9munyxn
-117.88;33.64;9mupmefrhyrk;9mupmef
-117.9;33.62;9mupm07fdy51;9mupm07
-117.87;33.66;9mupmz9etyg8;9mupmz9
-117.83;33.61;9mupnwwb3ynx;9mupnww
-117.83;33.61;9mupnwwb3ynx;9mupnww
-120.49;35.04;9q4r64vfg99g;9q4r64v
-120.49;35.04;9q4r64vfg99g;9q4r64v
-117.56;33.9;9qh2ug73vd23;9qh2ug7
-117.56;33.9;9qh2ug73vd23;9qh2ug7
-117.56;33.94;9qh3hfe6vd23;9qh3hfe
-121.38;38.69;9qcsjgmc946p;9qcsjgm
-121.38;38.66;9qcevvvfc461;9qcevvv
-121.38;38.64;9qcevfjy31fn;9qcevfj
-118.47;34.23;9q5f8pku0ykk;9q5f8pk
-118.49;34.24;9q5dz9nnqyvv;9q5dz9n
-118.37;34.16;9q5f66ts7j88;9q5f66t
-118.37;34.16;9q5f66ts7j88;9q5f66t
-118.38;34.16;9q5f64wk6js2;9q5f64w
-118.41;34.2;9q5f99bmqyjz;9q5f99b
-118.37;34.19;9q5fd2je5j8w;9q5fd2j
-118.41;34.19;9q5f9807nvty;9q5f980
-118.5;34.23;9q5dxrqujy7s;9q5dxrq
-118.54;34.26;9q5dyscfcy8f;9q5dysc
-118.54;34.24;9q5dy91y3ybv;9q5dy91
-118.56;34.28;9q5en07pryfm;9q5en07
-118.56;34.24;9q5dy15nryfm;9q5dy15
-118.56;34.24;9q5dy15nryfm;9q5dy15
-118.54;34.23;9q5dwx3u1y2u;9q5dwx3
-118.08;33.92;9qh0cnby29cn;9qh0cnb
-118.05;33.9;9qh0ceq9gd3c;9qh0ceq
-118.1;33.9;9qh0be61yd63;9qh0be6
-118.11;33.92;9qh0bqfym9bq;9qh0bqf
-118.1;33.92;9qh0bwfnq9fq;9qh0bwf
-118.08;33.9;9qh0c52cbd31;9qh0c52
-118.11;33.93;9qh102fbtd2r;9qh102f
-118.08;33.91;9qh0cj0u0d1h;9qh0cj0
-122.6;38.12;9qbbf5t3hfz7;9qbbf5t
-122.57;38.11;9qbbfcenzgpb;9qbbfce
-122.55;38.09;9qbbeq1f3fwt;9qbbeq1
-122.57;38.1;9qbbdzghxfrz;9qbbdzg
-122.53;38.06;9qbbeb87s46z;9qbbeb8
-122.56;38.09;9qbben4d34dj;9qbben4
-120.85;37.77;9qdncgzdnymu;9qdncgz
-120.84;37.77;9qdnf5yfpyru;9qdnf5y
-119.65;37.33;9qdum79x0bsq;9qdum79
-119.66;37.33;9qdum5dppbdq;9qdum5d
-122.25;37.79;9q9nfpkq8wc0;9q9nfpk
-122.21;37.72;9q9ne49qutgg;9q9ne49
-122.26;37.82;9q9p1uuvrqyv;9q9p1uu
-122.28;37.8;9q9p13q2vw86;9q9p13q
-122.23;37.77;9q9nfeff4qrs;9q9nfef
-122.25;37.83;9q9p4nsr8x3n;9q9p4ns
-122.25;37.83;9q9p4nsr8x3n;9q9p4ns
-122.27;37.8;9q9p19m8ywd6;9q9p19m
-122.21;37.72;9q9ne49qutgg;9q9ne49
-122.27;37.8;9q9p19m8ywd6;9q9p19m
-122.21;37.72;9q9ne49qutgg;9q9ne49
-122.27;37.81;9q9p1ejenx47;9q9p1ej
-122.2;37.74;9q9neq2emwnp;9q9neq2
-122.21;37.83;9q9p5n9rsx7y;9q9p5n9
-122.21;37.71;9q9ne0ckst7f;9q9ne0c
-122.27;37.81;9q9p1ejenx47;9q9p1ej
-122.25;37.85;9q9p64kk0x15;9q9p64k
-122.19;37.73;9q9nekxcntdq;9q9nekx
-122.25;37.83;9q9p4nsr8x3n;9q9p4ns
-122.24;37.81;9q9p475e1x55;9q9p475
-122.22;37.8;9q9p4c60gw9f;9q9p4c6
-121.73;38.0;9qc2jvwyj36t;9qc2jvw
-121.75;38.01;9qc2jx8273hp;9qc2jx8
-117.3;33.18;9musfb0xxb67;9musfb0
-117.36;33.19;9musc6j1cb0v;9musc6j
-117.33;33.18;9musf04zsb3e;9musf04
-117.33;33.23;9mut416fubcs;9mut416
-117.31;33.23;9mut4936ybvu;9mut493
-117.37;33.2;9musc5vu08wy;9musc5v
-117.29;33.24;9mut550j0ckm;9mut550
-117.34;33.18;9muscb5xebm5;9muscb5
-117.29;33.18;9musg00p8bk7;9musg00
-117.3;33.25;9mut4ubxrc4r;9mut4ub
-117.29;33.24;9mut550j0ckm;9mut550
-117.29;33.21;9musgj8n2bs3;9musgj8
-119.29;34.42;9q55v3zxj88q;9q55v3z
-120.23;39.2;9qfx005htcg8;9qfx005
-117.67;34.09;9qh3fmgkdk9g;9qh3fmg
-117.55;34.05;9qh3tndew7uv;9qh3tnd
-117.59;34.03;9qh3s4vx47x9;9qh3s4v
-117.55;34.07;9qh3v468nkkb;9qh3v46
-117.56;34.08;9qh3uu56msb3;9qh3uu5
-117.61;34.06;9qh3g8rjbk7q;9qh3g8r
-117.55;34.08;9qh3vh4dqkuc;9qh3vh4
-117.61;34.03;9qh3edzp07e3;9qh3edz
-117.55;34.07;9qh3v468nkkb;9qh3v46
-117.59;34.07;9qh3u4m84kr8;9qh3u4m
-117.67;34.03;9qh3d6gr479c;9qh3d6g
-117.55;34.07;9qh3v468nkkb;9qh3v46
-117.56;34.08;9qh3uu56msb3;9qh3uu5
-117.84;33.79;9qh0nrr910dn;9qh0nrr
-117.84;33.83;9qh0qqxd116j;9qh0qqx
-117.85;33.79;9qh0nr21pbxy;9qh0nr2
-117.87;33.79;9qh0jz39jbew;9qh0jz3
-117.84;33.8;9qh0q3pe30d1;9qh0q3p
-117.87;33.81;9qh0mfcttc5d;9qh0mfc
-117.84;33.82;9qh0qkxxc0fh;9qh0qkx
-117.89;33.78;9qh0jm7ngbjj;9qh0jm7
-117.89;33.79;9qh0jr715btn;9qh0jr7
-117.85;33.79;9qh0nr21pbxy;9qh0nr2
-117.8;33.79;9qh0prk9hbxq;9qh0prk
-117.86;33.78;9qh0nj2yybjv;9qh0nj2
-117.84;33.83;9qh0qqxd116j;9qh0qqx
-117.81;33.79;9qh0ppm3h0dy;9qh0ppm
-117.85;33.79;9qh0nr21pbxy;9qh0nr2
-117.87;33.78;9qh0jv3wvb5t;9qh0jv3
-120.42;34.86;9q4q7f0f4xj7;9q4q7f0
-122.18;37.88;9q9p7xz4zxux;9q9p7xz
-122.19;37.88;9q9p7rzfyxfr;9q9p7rz
-122.2;39.75;9r145k28t9n4;9r145k2
-121.57;39.5;9r189wg2jtwn;9r189wg
-119.18;34.23;9q54xzru0wqu;9q54xzr
-119.22;34.19;9q54x04ehtey;9q54x04
-119.18;34.17;9q54rury8tqf;9q54rur
-119.16;34.22;9q568mw3fwt6;9q568mw
-119.18;34.24;9q54zcpy2wyv;9q54zcp
-119.16;34.22;9q568mw3fwt6;9q568mw
-119.16;34.17;9q562kqqdtm6;9q562kq
-119.18;34.2;9q54xczv2wnz;9q54xcz
-119.18;34.23;9q54xzru0wqu;9q54xzr
-117.25;32.8;9mudegj1ugp2;9mudegj
-121.92;36.6;9q921wud6nhr;9q921wu
-118.55;34.04;9q59wkf92snf;9q59wkf
-118.53;34.05;9q59wy95dggj;9q59wy9
-118.55;34.04;9q59wkf92snf;9q59wkf
-122.5;37.6;9q8vuky5z5ex;9q8vuky
-122.49;37.65;9q8yhtvx0hvx;9q8yhtv
-122.5;37.59;9q8vu7n1x5gt;9q8vu7n
-122.48;37.66;9q8yhzuc3hf1;9q8yhzu
-122.49;37.65;9q8yhtvx0hvx;9q8yhtv
-116.4;33.72;9mvpz6815ru4;9mvpz68
-116.3;33.74;9mvrcw0vv80m;9mvrcw0
-116.36;33.76;9qj201v4pryf;9qj201v
-116.36;33.72;9mvrb4t1pryf;9mvrb4t
-116.39;33.8;9qj0r3p7k2w1;9qj0r3p
-116.38;33.72;9mvpzdw9jxb6;9mvpzdw
-116.36;33.78;9qj20jmnz2nv;9qj20jm
-116.3;33.76;9qj219bfjxb6;9qj219b
-116.39;33.72;9mvpz6x3hry4;9mvpz6x
-116.38;33.72;9mvpzdw9jxb6;9mvpzdw
-116.36;33.76;9qj201v4pryf;9qj201v
-116.53;33.8;9qj0k317q0x1;9qj0k31
-116.54;33.81;9qj0k4fjt1hf;9qj0k4f
-116.53;33.82;9qj0kk9ry0zh;9qj0kk9
-116.49;33.79;9qj0jpq9429y;9qj0jpq
-116.53;33.85;9qj0s61qw1p4;9qj0s61
-116.51;33.82;9qj0ku8pb0vs;9qj0ku8
-116.55;33.82;9qj07udzu0fu;9qj07ud
-116.51;33.82;9qj0ku8pb0vs;9qj0ku8
-118.14;34.6;9q5uzdtpd7pw;9q5uzdt
-118.04;34.58;9qhh9zjgheec;9qhh9zj
-118.05;34.58;9qhh9xne5e9c;9qhh9xn
-118.13;34.58;9q5uxzh75e9c;9q5uxzh
-118.18;34.6;9q5uydxzw7hy;9q5uydx
-118.05;34.56;9qhh9eqwee1y;9qhh9eq
-118.15;34.61;9q5uzktcc7tx;9q5uzkt
-118.2;34.61;9q5uyk93u7wp;9q5uyk9
-118.15;34.59;9q5uz2vv37ms;9q5uz2v
-122.13;37.45;9q9jhcedhf1s;9q9jhce
-122.13;37.41;9q9huf79hc3t;9q9huf7
-122.16;37.45;9q9jh1tf1d5h;9q9jh1t
-122.12;37.42;9q9hvh4gm9np;9q9hvh4
-122.17;37.44;9q9hgzwxb9wg;9q9hgzw
-122.15;37.43;9q9humvjd9v2;9q9humv
-122.17;37.44;9q9hgzwxb9wg;9q9hgzw
-122.13;37.43;9q9huvgtscc8;9q9huvg
-122.14;37.43;9q9hutume9z2;9q9hutu
-122.13;37.42;9q9huu5ekc1x;9q9huu5
-122.14;37.46;9q9jhekk79zq;9q9jhek
-118.45;34.21;9q5f8eeren09;9q5f8ee
-118.15;33.9;9q5bz7mcc6m9;9q5bz7m
-118.16;33.89;9q5bz1qx83g2;9q5bz1q
-118.14;33.89;9q5bz9mpd3z8;9q5bz9m
-118.14;34.14;9q5fpwvpfmps;9q5fpwv
-118.13;34.14;9q5fpyurgt1u;9q5fpyu
-118.15;34.13;9q5fpmjv9mmd;9q5fpmj
-118.08;34.15;9qh430bf0t9n;9qh430b
-118.08;34.15;9qh430bf0t9n;9qh430b
-118.15;34.15;9q5fr2vf1mtw;9q5fr2v
-118.13;34.15;9q5frbu65t9y;9q5frbu
-118.15;34.11;9q5fp3tc1kvx;9q5fp3t
-118.07;34.15;9qh432b41ten;9qh432b
-118.11;34.17;9qh42k6ytt26;9qh42k6
-118.11;34.17;9qh42k6ytt26;9qh42k6
-118.13;34.14;9q5fpyurgt1u;9q5fpyu
-118.15;34.14;9q5fpqvzcmjs;9q5fpqv
-118.07;34.14;9qh41qbpct5h;9qh41qb
-118.15;34.14;9q5fpqvzcmjs;9q5fpqv
-118.13;34.15;9q5frbu65t9y;9q5frbu
-118.15;34.16;9q5fr6tu3mt8;9q5fr6t
-118.13;34.16;9q5frfsk7t9b;9q5frfs
-118.09;34.13;9qh40v1mxtkd;9qh40v1
-118.12;34.15;9qh420gdhmwn;9qh420g
-118.1;34.15;9qh428f4ntdq;9qh428f
-118.12;34.15;9qh420gdhmwn;9qh420g
-118.14;34.15;9q5fr8v44mxw;9q5fr8v
-120.66;35.62;9q64wk6jd1h6;9q64wk6
-120.69;35.64;9q64v8h4p17t;9q64v8h
-120.68;35.62;9q64tu7t81jd;9q64tu7
-120.7;35.58;9q64mmhuw1p4;9q64mmh
-120.7;35.58;9q64mmhuw1p4;9q64mmh
-121.17;37.47;9q9v4tnww6kz;9q9v4tn
-117.23;33.8;9qh8k35eqbtc;9qh8k35
-117.19;33.74;9muxvq0vg00t;9muxvq0
-117.22;33.85;9qh8sd4yxcpf;9qh8sd4
-122.63;38.24;9qbc93rs1uyx;9qbc93r
-122.64;38.24;9qbc932k0uur;9qbc932
-122.64;38.23;9qbc3r83bukq;9qbc3r8
-122.68;38.28;9qbcb2ejhucx;9qbcb2e
-122.64;38.27;9qbc9qb6bvhk;9qbc9qb
-122.67;38.28;9qbcb8dmjugx;9qbcb8d
-122.6;38.23;9qbc6pt3uurq;9qbc6pt
-122.63;38.25;9qbc97pw3uy9;9qbc97p
-118.08;34.0;9qh13j8b2e3h;9qh13j8
-118.1;33.98;9qh129f5ye42;9qh129f
-118.09;34.0;9qh12v92reks;9qh12v9
-122.3;37.99;9qc00gzgg3s5;9qc00gz
-122.29;38.0;9qc01jxnh3qj;9qc01jx
-122.31;37.99;9qc00gbef3xe;9qc00gb
-120.63;35.14;9q4pyvpcm6dt;9q4pyvp
-121.89;38.01;9qc24rd2m1hz;9qc24rd
-121.87;38.0;9qc24v8yp17t;9qc24v8
-121.87;38.01;9qc24z8br15x;9qc24z8
-121.94;38.02;9qc231mfxczb;9qc231m
-117.84;33.88;9qh0wrxt31fn;9qh0wrx
-120.84;38.71;9qfh4nyypfzg;9qfh4ny
-120.84;38.71;9qfh4nyypfzg;9qfh4ny
-120.79;38.73;9qfh76e6sgpq;9qfh76e
-118.42;33.98;9q5c33c5y512;9q5c33c
-122.06;37.97;9qc0n2nx7cjp;9qc0n2n
-122.07;37.98;9qc0n4p3dc54;9qc0n4p
-122.07;37.93;9q9py0zq6be1;9q9py0z
-122.06;37.94;9q9py6y8ebm5;9q9py6y
-122.06;37.95;9q9pykwdgbvh;9q9pykw
-122.06;37.95;9q9pykwdgbvh;9q9pykw
-122.07;37.98;9qc0n4p3dc54;9qc0n4p
-121.91;37.7;9q9q3z5f7j88;9q9q3z5
-121.87;37.68;9q9q6g2vzj5s;9q9q6g2
-121.86;37.67;9q9q71878hte;9q9q718
-121.9;37.69;9q9q6j70hhfz;9q9q6j7
-121.9;37.66;9q9q4pg1khfc;9q9q4pg
-121.93;37.69;9q9q3mm21hfp;9q9q3mm
-121.9;37.66;9q9q4pg1khfc;9q9q4pg
-121.88;37.66;9q9q4xc9qhz1;9q9q4xc
-121.87;37.68;9q9q6g2vzj5s;9q9q6g2
-121.93;37.7;9q9q3rj63jd0;9q9q3rj
-122.38;37.93;9q8zz0vw72s1;9q8zz0v
-120.58;38.76;9qfk80h3673u;9qfk80h
-117.8;34.04;9qh1xku9kup6;9qh1xku
-117.75;34.07;9qh3bd304hk2;9qh3bd3
-117.82;34.06;9qh1ybqjgh2w;9qh1ybq
-117.75;34.06;9qh3b83jfhkq;9qh3b83
-117.77;34.03;9qh384fx05t9;9qh384f
-117.74;34.11;9qh60c835hyr;9qh60c8
-117.79;34.07;9qh1zd7bnh32;9qh1zd7
-117.76;34.03;9qh386cz15d1;9qh386c
-117.81;34.05;9qh1xnt7s5fv;9qh1xnt
-119.22;34.18;9q54rn68utgg;9q54rn6
-119.04;36.07;9q7m5nmdyzmc;9q7m5nm
-119.05;36.08;9q7m6bnmjzgd;9q7m6bn
-119.04;36.08;9q7m70jtnzvf;9q7m70j
-119.02;36.06;9q7m5ss29p6n;9q7m5ss
-117.07;32.95;9mug2n25xm34;9mug2n2
-117.06;32.98;9mug85zd2me2;9mug85z
-117.04;32.95;9mug2wq5dm3f;9mug2wq
-117.06;32.93;9mug24xx0kgr;9mug24x
-117.06;32.98;9mug85zd2me2;9mug85z
-121.66;36.79;9q93r93vk3np;9q93r93
-121.67;36.79;9q93r36t791z;9q93r36
-116.88;33.04;9muguqdxfwt6;9muguqd
-116.87;33.04;9muguw9zgw9f;9muguw9
-117.06;33.02;9mugb5pe2q5r;9mugb5p
-117.07;33.02;9mugb505rq1p;9mugb50
-121.29;38.59;9qcexcp741km;9qcexcp
-121.27;38.61;9qcg8ktzs3b8;9qcg8kt
-121.28;38.58;9qcg2pq8g1w7;9qcg2pq
-121.31;38.59;9qcex90g01mt;9qcex90
-121.29;38.59;9qcexcp741km;9qcexcp
-121.27;38.61;9qcg8ktzs3b8;9qcg8kt
-121.28;38.59;9qcg81ne51qm;9qcg81n
-121.22;38.63;9qcgc86k14pu;9qcgc86
-121.27;38.59;9qcg83jgh32t;9qcg83j
-117.54;34.11;9qh6j39cpkyz;9qh6j39
-117.53;34.11;9qh6j9930scp;9qh6j99
-117.62;34.13;9qh65mptxm34;9qh65mp
-117.57;34.11;9qh6h9s1hkyp;9qh6h9s
-117.59;34.11;9qh6h1t94kzx;9qh6h1t
-117.61;34.13;9qh65tpj8m76;9qh65tp
-117.61;34.11;9qh659x10kgr;9qh659x
-117.54;34.13;9qh6jm1vxmqf;9qh6jm1
-117.53;34.11;9qh6j9930scp;9qh6j99
-117.57;34.11;9qh6h9s1hkyp;9qh6h9s
-117.56;34.12;9qh6hg77msb3;9qh6hg7
-117.56;34.14;9qh6hygrvt0k;9qh6hyg
-117.57;34.12;9qh6hek5kky1;9qh6hek
-117.53;34.11;9qh6j9930scp;9qh6j99
-116.39;33.76;9qj0p3z6hry4;9qj0p3z
-116.39;33.76;9qj0p3z6hry4;9qj0p3z
-116.41;33.74;9mvpzn0vf21v;9mvpzn0
-116.41;33.74;9mvpzn0vf21v;9mvpzn0
-118.39;33.76;9q5b1cz41pf4;9q5b1cz
-118.41;33.75;9mgzcxbryzvz;9mgzcxb
-117.63;33.58;9mur5303wqhc;9mur530
-117.6;33.64;9mur7gyr1qms;9mur7gy
-117.59;33.64;9murk5vx4qrs;9murk5v
-117.65;33.56;9muqfv3vhm8w;9muqfv3
-117.59;33.64;9murk5vx4qrs;9murk5v
-117.58;33.65;9murkmuc7quj;9murkmu
-117.6;33.64;9mur7gyr1qms;9mur7gy
-122.22;40.18;9r1hdfd17wcv;9r1hdfd
-122.23;40.16;9r1h6wfufqxd;9r1h6wf
-122.24;40.19;9r1hdk7e9wg0;9r1hdk7
-122.42;40.57;9r0yy383rk14;9r0yy38
-122.35;40.57;9r0yzce3qkhf;9r0yzce
-122.39;40.58;9r0yygq7dk9g;9r0yygq
-122.35;40.59;9r0yzv5mykky;9r0yzv5
-122.37;40.61;9r0zp2ufkkb9;9r0zp2u
-122.35;40.57;9r0yzce3qkhf;9r0yzce
-122.38;40.58;9r0yz5meeks5;9r0yz5m
-122.35;40.59;9r0yzv5mykky;9r0yzv5
-122.38;40.53;9r0yx4m877kh;9r0yx4m
-122.39;40.59;9r0yyvnmfk3y;9r0yyvn
-117.14;34.07;9qh9y6m20hm8;9qh9y6m
-117.17;34.05;9qh9twx7t5uv;9qh9twx
-117.21;34.07;9qh9uf621h60;9qh9uf6
-117.21;34.07;9qh9uf621h60;9qh9uf6
-117.17;34.05;9qh9twx7t5uv;9qh9twx
-117.2;34.07;9qh9v4384hk2;9qh9v43
-117.18;34.06;9qh9v82juh6y;9qh9v82
-117.18;34.06;9qh9v82juh6y;9qh9v82
-118.35;33.87;9q5bdvu5j1kv;9q5bdvu
-118.36;33.87;9q5bdtugh16v;9q5bdtu
-118.36;33.89;9q5bf9kzs1fb;9q5bf9k
-118.39;33.82;9q5b3uxpc0fh;9q5b3ux
-118.38;33.87;9q5bdjy741km;9q5bdjy
-118.39;33.85;9q5b9fpn9144;9q5b9fp
-118.35;33.87;9q5bdvu5j1kv;9q5bdvu
-122.22;37.47;9q9j4v4ned3z;9q9j4v4
-122.23;37.48;9q9j4x4bf6r9;9q9j4x4
-122.25;37.52;9q9j6nk3be10;9q9j6nk
-122.23;37.49;9q9j68fg46ze;9q9j68f
-122.23;37.49;9q9j68fg46ze;9q9j68f
-122.19;37.48;9q9j5rpbyd63;9q9j5rp
-122.22;37.48;9q9j4z40gd3c;9q9j4z4
-122.23;37.49;9q9j68fg46ze;9q9j68f
-122.24;37.49;9q9j62ge1dg5;9q9j62g
-122.22;37.47;9q9j4v4ned3z;9q9j4v4
-119.46;36.6;9qe01wgfkq0x;9qe01wg
-118.54;34.19;9q5dw81g1v8y;9q5dw81
-118.55;34.19;9q5dw24e0twy;9q5dw24
-117.37;34.07;9qh9c4mb0sqb;9qh9c4m
-117.37;34.14;9qhd1nvzbtnu;9qhd1nv
-122.33;37.93;9q9pb2fn22e3;9q9pb2f
-122.33;37.99;9qc007f5b3e7;9qc007f
-117.67;35.63;9qk6dq5rf39g;9qk6dq5
-117.67;35.61;9qk6d6e7631z;9qk6d6e
-121.14;37.75;9q9yg2ht9qj9;9q9yg2h
-120.96;37.73;9q9yxkx95txq;9q9yxkx
-120.96;37.71;9q9yx2zsetr6;9q9yx2z
-120.94;37.72;9q9yxfwnvty5;9q9yxfw
-117.39;33.96;9qh90wppqf8j;9qh90wp
-117.49;33.9;9qh2y7q3ud7c;9qh2y7q
-117.4;33.95;9qh90krvjdy5;9qh90kr
-117.46;33.91;9qh2zjhhpdhs;9qh2zjh
-117.34;33.98;9qh93cgeggj0;9qh93cg
-117.56;33.98;9qh3kcg7ve02;9qh3kcg
-117.37;33.88;9qh89ptv29yy;9qh89pt
-117.45;33.95;9qh3pk7t0dyg;9qh3pk7
-117.38;33.95;9qh90uqmpff7;9qh90uq
-117.47;33.9;9qh2ygkcyd63;9qh2ygk
-117.39;33.95;9qh90srjnfb5;9qh90sr
-117.46;33.91;9qh2zjhhpdhs;9qh2zjh
-117.34;33.98;9qh93cgeggj0;9qh93cg
-117.32;33.98;9qh963f5vg58;9qh963f
-117.37;33.99;9qh935ty0ewc;9qh935t
-117.33;33.89;9qh8f16zscc8;9qh8f16
-117.33;33.96;9qh94n4zkf9t;9qh94n4
-117.32;33.89;9qh8f36ptcg8;9qh8f36
-117.42;33.95;9qh90h3m5dz7;9qh90h3
-117.46;33.98;9qh3r1u5zeh8;9qh3r1u
-117.33;33.92;9qh8fnfykccw;9qh8fnf
-117.46;33.91;9qh2zjhhpdhs;9qh2zjh
-121.22;38.79;9qcu9td21hrb;9qcu9td
-121.26;38.81;9qcub9jhthsg;9qcub9j
-121.21;38.8;9qcu9z3d6k1f;9qcu9z3
-121.21;38.79;9qcu9v984k3b;9qcu9v9
-121.28;38.81;9qcub1nsehw7;9qcub1n
-121.29;38.8;9qcsxzr66hh6;9qcsxzr
-121.27;38.79;9qcu8mtbhk28;9qcu8mt
-121.27;38.8;9qcu8rmfkk0d;9qcu8rm
-121.2;38.8;9qcudp2f7kh4;9qcudp2
-122.71;38.35;9qbdptmkcvbg;9qbdptm
-122.72;38.35;9qbdpmqhbtyg;9qbdpmq
-122.72;38.35;9qbdpmqhbtyg;9qbdpmq
-122.72;38.36;9qbdprnp0wqu;9qbdprn
-122.68;38.33;9qbf03g0ky1x;9qbf03g
-122.69;38.36;9qbf0p5z5wrk;9qbf0p5
-122.71;38.35;9qbdptmkcvbg;9qbdptm
-118.37;33.77;9q5b47tse02e;9q5b47t
-118.38;33.77;9q5b45wkd0k7;9q5b45w
-118.38;33.78;9q5b4jqqf0hm;9q5b4jq
-118.18;34.86;9q5yqdpfnrhg;9q5yqdp
-118.07;34.07;9qh1c6201s70;9qh1c62
-118.09;34.06;9qh1bb3mzskw;9qh1bb3
-118.07;34.07;9qh1c6201s70;9qh1c62
-121.25;38.76;9qcu8bh3q5rh;9qcu8bh
-121.31;38.77;9qcsx9bg85vt;9qcsx9b
-121.27;38.74;9qcu2kmuu78x;9qcu2km
-121.23;38.74;9qcu3k7hb5tx;9qcu3k7
-121.33;38.79;9qcsxjd0nh32;9qcsxjd
-121.27;38.77;9qcu83vgs7bt;9qcu83v
-121.27;38.78;9qcu87tvu78x;9qcu87t
-121.27;38.73;9qcu26tfs70w;9qcu26t
-121.29;38.76;9qcsxbp365kk;9qcsxbp
-121.27;38.73;9qcu26tfs70w;9qcu26t
-121.27;38.77;9qcu83vgs7bt;9qcu83v
-121.33;38.77;9qcsx1f5w5cm;9qcsx1f
-121.23;38.74;9qcu3k7hb5tx;9qcu3k7
-121.25;38.74;9qcu2ukky5xp;9qcu2uk
-121.31;38.75;9qcsrw0z05t9;9qcsrw0
-121.29;38.73;9qcsrfx6d5hq;9qcsrfx
-121.27;38.77;9qcu83vgs7bt;9qcu83v
-121.26;38.77;9qcu89v5t5uv;9qcu89v
-121.25;38.75;9qcu2yhrn5x1;9qcu2yh
-121.29;38.79;9qcsxvx24hk2;9qcsxvx
-121.29;38.79;9qcsxvx24hk2;9qcsxvx
-121.29;38.78;9qcsxgxmf5sr;9qcsxgx
-117.93;33.99;9qh1k7typgd3;9qh1k7t
-117.87;33.99;9qh1mg9wjge9;9qh1mg9
-117.92;33.99;9qh1ketq0gs3;9qh1ket
-121.39;38.6;9qcetdymrcpz;9qcetdy
-121.39;38.59;9qcet9n7pcrv;9qcet9n
-121.59;38.69;9qcs15kcedrr;9qcs15k
-121.42;38.6;9qcet4btkcpr;9qcet4b
-121.5;38.64;9qceg4nqkccw;9qceg4n
-121.51;38.64;9qceffpn79zq;9qceffp
-121.47;38.57;9qce7vknxc46;9qce7vk
-121.39;38.55;9qcem9y6pbxy;9qcem9y
-121.49;38.57;9qce7mmwtc5d;9qce7mm
-121.52;38.5;9qce48xyfb5j;9qce48x
-121.49;38.58;9qce7rm8vcee;9qce7rm
-121.42;38.56;9qcem58skcpr;9qcem58
-121.52;38.66;9qceftzfff71;9qceftz
-121.36;38.66;9qceymu6g429;9qceymu
-121.52;38.61;9qcedsxzdcg0;9qcedsx
-121.47;38.57;9qce7vknxc46;9qce7vk
-121.49;38.58;9qce7rm8vcee;9qce7rm
-121.46;38.57;9qcekj7w8ch6;9qcekj7
-121.38;38.61;9qcetutz91f0;9qcetut
-121.42;38.46;9qcdv12tszrq;9qcdv12
-121.5;38.48;9qcdgjn6hzcd;9qcdgjn
-121.49;38.57;9qce7mmwtc5d;9qce7mm
-121.46;38.57;9qcekj7w8ch6;9qcekj7
-121.41;38.54;9qcejpzzvbgs;9qcejpz
-121.59;38.69;9qcs15kcedrr;9qcs15k
-121.41;38.57;9qcemjrytc5d;9qcemjr
-121.41;38.48;9qcdvjpfjzgd;9qcdvjp
-121.35;38.66;9qceytgdu46c;9qceytg
-121.52;38.48;9qcdftpf4zg4;9qcdftp
-121.4;38.6;9qcet6zjqcjz;9qcet6z
-121.46;38.56;9qcek5es2chr;9qcek5e
-121.4;38.6;9qcet6zjqcjz;9qcet6z
-121.49;38.58;9qce7rm8vcee;9qce7rm
-121.43;38.5;9qcehb9qgbjj;9qcehb9
-121.5;38.61;9qceehwrscc8;9qceehw
-121.43;38.47;9qcdug1rgzvp;9qcdug1
-121.33;38.71;9qcspnfnn4c7;9qcspnf
-121.45;38.6;9qces6fv3cnx;9qces6f
-121.5;38.56;9qce75wkkc1x;9qce75w
-121.48;38.58;9qce7xkbyc85;9qce7xk
-121.35;38.65;9qceys58s46z;9qceys5
-121.33;38.64;9qcez44nq1cq;9qcez44
-121.5;38.64;9qceg4nqkccw;9qceg4n
-121.37;38.45;9qcdwpt53zws;9qcdwpt
-121.36;38.6;9qcew6um710x;9qcew6u
-121.34;38.69;9qcsng6ct4kz;9qcsng6
-121.43;38.55;9qcekcc65btn;9qcekcc
-121.49;38.58;9qce7rm8vcee;9qce7rm
-121.33;38.56;9qcer5dhq11r;9qcer5d
-121.46;38.64;9qceu45w2cuq;9qceu45
-121.43;38.6;9qcesfcm7cjp;9qcesfc
-121.5;38.58;9qce7pq2uc9e;9qce7pq
-121.53;38.64;9qcefd0w3cby;9qcefd0
-121.47;38.57;9qce7vknxc46;9qce7vk
-121.43;38.57;9qcekv3qecj4;9qcekv3
-121.34;38.69;9qcsng6ct4kz;9qcsng6
-121.42;38.56;9qcem58skcpr;9qcem58
-121.4;38.62;9qcetqx1yctg;9qcetqx
-121.43;38.55;9qcekcc65btn;9qcekcc
