Longitude;Latitude;geohash;unique_prefix
-114.06;51.06;c3nfkx0n16js;c3nfkx0
-114.06;51.16;c3ngh92h97jw;c3ngh92
-114.08;51.01;c3nfhn16z2ch;c3nfhn1
-114.1;50.97;c3ncgwfcv2fs;c3ncgwf
-114.06;51.07;c3nfs90033vw;c3nfs90
-114.04;51.05;c3nfkvqeg3s5;c3nfkvq
-114.1;51.06;c3nf7x4yj64s;c3nf7x4
-114.01;51.13;c3nfveumy7hb;c3nfveu
-114.14;51.1;c3nfdwmz14pu;c3nfdwm
-114.09;51.05;c3nf7v65y3sg;c3nf7v6
-113.96;50.93;c3ncwz8bg81v;c3ncwz8
-114.06;50.95;c3ncue0j32t9;c3ncue0
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.01;50.98;c3nfj8skn2sy;c3nfj8s
-114.1;51.03;c3nf79dzm34x;c3nf79d
-113.91;51.04;c3nfrgt389c0;c3nfrgt
-114.07;50.91;c3ncs7bu0rg6;c3ncs7b
-114.07;51.03;c3nfk38z235r;c3nfk38
-114.01;51.13;c3nfveumy7hb;c3nfveu
-114.01;51.13;c3nfveumy7hb;c3nfveu
-114.06;50.9;c3ncsd01crvx;c3ncsd0
-114.07;50.97;c3ncuqbcb2gk;c3ncuqb
-114.14;51.01;c3nf4wjfc0zu;c3nf4wj
-114.08;50.99;c3nfh43qr31p;c3nfh43
-113.98;51.08;c3nfw6f696mx;c3nfw6f
-114.07;51.0;c3nfhk2b8356;c3nfhk2
-114.06;50.95;c3ncue0j32t9;c3ncue0
-114.04;50.98;c3nfhbws52sn;c3nfhbw
-114.11;51.02;c3nf5rgth32t;c3nf5rg
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.01;51.13;c3nfveumy7hb;c3nfveu
-113.95;50.91;c3ncx5bhhxgf;c3ncx5b
-114.14;51.02;c3nf4xvv11rv;c3nf4xv
-114.16;51.11;c3nff0r1r4et;c3nff0r
-114.21;51.04;c3nf35dcd1u2;c3nf35d
-114.07;50.91;c3ncs7bu0rg6;c3ncs7b
-114.09;51.07;c3nfec40q3uy;c3nfec4
-114.1;50.97;c3ncgwfcv2fs;c3ncgwf
-113.97;50.93;c3ncwx98f2pt;c3ncwx9
-114.17;51.02;c3nf1zzvn1rj;c3nf1zz
-114.08;50.96;c3ncuhcrx235;c3ncuhc
-114.16;51.08;c3nfd4z4x47x;c3nfd4z
-114.17;51.01;c3nf1ypfy0zh;c3nf1yp
-114.06;51.04;c3nfke8193v8;c3nfke8
-114.01;51.13;c3nfveumy7hb;c3nfveu
-114.14;51.04;c3nf6etc91zb;c3nf6et
-114.15;51.08;c3nfd6yd84mx;c3nfd6y
-114.13;51.16;c3ng4cmhd71y;c3ng4cm
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.07;51.15;c3nfur8f277k;c3nfur8
-114.07;51.13;c3nfu7bvb752;c3nfu7b
-114.07;51.04;c3nfk78c83g2;c3nfk78
-114.03;51.1;c3nftnmzh6nh;c3nftnm
-114.21;51.15;c3nfcpdf65kk;c3nfcpd
-114.12;50.94;c3ncg1k6gpyr;c3ncg1k
-114.16;51.14;c3nffjz0p4ge;c3nffjz
-114.16;51.09;c3nfdhxhz479;c3nfdhx
-114.16;51.08;c3nfd4z4x47x;c3nfd4z
-114.2;51.13;c3nfc7fjg5n2;c3nfc7f
-114.01;50.96;c3ncvsurw2kg;c3ncvsu
-114.21;51.04;c3nf35dcd1u2;c3nf35d
-114.08;51.04;c3nfk593x3c0;c3nfk59
-114.13;51.07;c3nfdcj063cy;c3nfdcj
-114.01;51.13;c3nfveumy7hb;c3nfveu
-114.13;51.07;c3nfdcj063cy;c3nfdcj
-113.98;51.06;c3nfqr4q16js;c3nfqr4
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.09;51.06;c3nf7z4nn6hu;c3nf7z4
-114.11;50.91;c3nce7gshrbd;c3nce7g
-113.95;50.88;c3ncrn2jkxeu;c3ncrn2
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.12;51.02;c3nf5pum51qm;c3nf5pu
-114.07;51.05;c3nfkm2gb3e7;c3nfkm2
-114.08;51.05;c3nfkj37z395;c3nfkj3
-114.17;51.07;c3nf9cpbq1zn;c3nf9cp
-114.06;51.04;c3nfke8193v8;c3nfke8
-114.05;51.05;c3nfktr7f39g;c3nfktr
-113.98;51.07;c3nfw34233vw;c3nfw34
-114.13;51.07;c3nfdcj063cy;c3nfdcj
-114.16;51.1;c3nfdnrpp45s;c3nfdnr
-114.21;51.08;c3nf94ffd4kr;c3nf94f
-114.09;51.04;c3nf7gd1w3ub;c3nf7gd
-113.99;51.08;c3nfw4g48d3p;c3nfw4g
-114.06;51.05;c3nfkt25c3te;c3nfkt2
-114.07;51.0;c3nfhk2b8356;c3nfhk2
-114.03;51.15;c3nfvptfk7qh;c3nfvpt
-114.08;51.04;c3nfk593x3c0;c3nfk59
-114.06;51.04;c3nfke8193v8;c3nfke8
-114.2;51.13;c3nfc7fjg5n2;c3nfc7f
-112.86;53.02;c3rtxgczgkkn;c3rtxgc
-112.86;53.02;c3rtxgczgkkn;c3rtxgc
-115.36;51.09;c3jfwutkv4kc;c3jfwut
-115.36;51.09;c3jfwutkv4kc;c3jfwut
-113.83;51.05;c3p43treb9wg;c3p43tr
-113.82;51.05;c3p43vqgcc8g;c3p43vq
-114.47;51.19;c3ne5nv7reks;c3ne5nv
-114.48;51.19;c3ne4yy5qe6k;c3ne4yy
-113.51;53.42;c3rrchbd11rv;c3rrchb
-113.29;53.53;c3x2w0bdzeh8;c3x2w0b
-113.46;53.52;c3x26phbw7hy;c3x26ph
-113.5;53.49;c3x231xcf71b;c3x231x
-113.47;53.57;c3x2cbjev7dx;c3x2cbj
-113.49;53.55;c3x29krp77kh;c3x29kr
-113.49;53.54;c3x296xj57s1;c3x296x
-113.49;53.54;c3x296xj57s1;c3x296x
-113.5;53.54;c3x294xv479c;c3x294x
-113.5;53.52;c3x23ppbd71y;c3x23pp
-113.53;53.53;c3x288cfz710;c3x288c
-113.49;53.6;c3x2cmx4e7uj;c3x2cmx
-113.51;53.54;c3x2948t15xc;c3x2948
-113.62;53.54;c3x0wd8mn593;c3x0wd8
-113.64;53.52;c3x0qp1bs54y;c3x0qp1
-113.49;53.6;c3x2cmx4e7uj;c3x2cmx
-113.54;53.54;c3x286dtn5x1;c3x286d
-113.51;53.55;c3x29h2x35ru;c3x29h2
-113.54;53.62;c3x3034xnhr0;c3x3034
-113.61;53.5;c3x0qersp4ge;c3x0qer
-113.5;53.57;c3x2c0pgf79z;c3x2c0p
-113.52;53.57;c3x2bb17b7er;c3x2bb1
-113.52;53.55;c3x28u3r277k;c3x28u3
-113.43;53.54;c3x2dfdv17t9;c3x2dfd
-113.37;53.48;c3x2hpwrx6qz;c3x2hpw
-113.49;53.46;c3x21kp556hh;c3x21kp
-113.5;53.54;c3x294xv479c;c3x294x
-113.52;53.52;c3x22z12875q;c3x22z1
-113.62;53.52;c3x0qx02w51q;c3x0qx0
-113.5;53.54;c3x294xv479c;c3x294x
-113.41;53.63;c3x357137ku1;c3x3571
-113.49;53.6;c3x2cmx4e7uj;c3x2cmx
-113.48;53.45;c3x21dq2u629;c3x21dq
-113.42;53.6;c3x2gjd4d7zt;c3x2gjd
-113.57;53.45;c3x0pdkbg4q3;c3x0pdk
-113.51;53.57;c3x2c00ec5xz;c3x2c00
-113.5;53.52;c3x23ppbd71y;c3x23pp
-113.61;53.44;c3x0n8rwx1g8;c3x0n8r
-113.51;53.56;c3x29n2995zv;c3x29n2
-113.63;53.52;c3x0qr10t5hy;c3x0qr1
-113.45;53.6;c3x2fms4x7yv;c3x2fms
-113.53;53.52;c3x22x1bx71n;c3x22x1
-113.62;53.44;c3x0n82qw1c2;c3x0n82
-113.51;53.45;c3x21428c4rc;c3x2142
-113.58;53.54;c3x0x6tt45s3;c3x0x6t
-113.67;53.49;c3x0m3s1c540;c3x0m3s
-113.68;53.51;c3x0mjhwrfxv;c3x0mjh
-113.52;53.49;c3x22c93b752;c3x22c9
-113.49;53.54;c3x296xj57s1;c3x296x
-113.52;53.52;c3x22z12875q;c3x22z1
-113.42;53.54;c3x2e4dj47x9;c3x2e4d
-113.43;53.45;c3x24f6bc6m9;c3x24f6
-113.58;53.54;c3x0x6tt45s3;c3x0x6t
-113.54;53.63;c3x30749qhz1;c3x3074
-113.53;53.55;c3x28s3zr73h;c3x28s3
-113.52;53.46;c3x20u17065k;c3x20u1
-113.5;53.51;c3x23jpy669v;c3x23jp
-113.56;53.6;c3x0zvs4s7bt;c3x0zvs
-113.53;53.54;c3x28d9vp791;c3x28d9
-113.49;53.55;c3x29krp77kh;c3x29kr
-113.41;53.47;c3x25mcm76sj;c3x25mc
-113.5;53.55;c3x29hrz673u;c3x29hr
-113.49;53.55;c3x29krp77kh;c3x29kr
-113.59;53.52;c3x0rpn295py;c3x0rpn
-113.41;53.61;c3x2gr3kgkkn;c3x2gr3
-113.62;53.54;c3x0wd8mn593;c3x0wd8
-113.53;53.53;c3x288cfz710;c3x288c
-113.59;53.47;c3x0pjym34xv;c3x0pjy
-113.55;53.56;c3x28n73t5uv;c3x28n7
-113.42;53.42;c3rrghf443rt;c3rrghf
-113.62;53.53;c3x0w8b6y512;c3x0w8b
-113.49;53.45;c3x216r0g6k1;c3x216r
-113.62;53.52;c3x0qx02w51q;c3x0qx0
-113.49;53.47;c3x21mzj76sj;c3x21mz
-113.43;53.62;c3x34c4z1km8;c3x34c4
-113.62;53.53;c3x0w8b6y512;c3x0w8b
-113.6;53.43;c3rpyyxh21vw;c3rpyyx
-113.51;53.49;c3x23189c5pb;c3x2318
-113.48;53.43;c3rrcwwkk3bw;c3rrcww
-113.49;53.55;c3x29krp77kh;c3x29kr
-111.43;56.73;cd0f8r7hhy3s;cd0f8r7
-111.44;56.76;cd0fbhgfgwx6;cd0fbhg
-111.15;56.66;cd0fqdxh3jxb;cd0fqdx
-111.36;56.72;cd0f9vw1gyt4;cd0f9vw
-111.37;56.72;cd0f9twcfye4;cd0f9tw
-113.21;53.69;c3x3rvfyzv4k;c3x3rvf
-113.22;53.69;c3x3rtgwyv0h;c3x3rtg
-118.79;55.18;c3g9bv5yb3e7;c3g9bv5
-118.79;55.16;c3g9bcef235r;c3g9bce
-118.8;55.14;c3g98tumz2ch;c3g98tu
-118.77;55.17;c3g9c76kd3pd;c3g9c76
-118.82;55.17;c3g9b5mut34d;c3g9b5m
-117.59;53.41;c3kru4vxf3xe;c3kru4v
-113.55;53.27;c3rr01e2jpuf;c3rr01e
-113.55;53.27;c3rr01e2jpuf;c3rr01e
-112.89;49.69;c2zdxju10r57;c2zdxju
-112.8;49.68;c2zf95vwcrm9;c2zf95v
-112.79;49.67;c2zf96hudqz8;c2zf96h
-112.89;49.69;c2zdxju10r57;c2zdxju
-112.84;49.7;c2zf8r87mx8k;c2zf8r8
-112.87;49.68;c2zdxefwfr3c;c2zdxef
-110.06;53.28;c93xpe2f2pts;c93xpe2
-110.01;53.28;c93z0em4mpsu;c93z0em
-110.65;50.0;c8ck6n5ph5dc;c8ck6n5
-110.69;50.03;c8ck95tvzgxz;c8ck95t
-110.66;50.01;c8ck9b5c752s;c8ck9b5
-112.83;49.7;c2zf8rxeqrsu;c2zf8rx
-113.97;50.71;c3nbqx3x4kzx;c3nbqx3
-113.98;50.72;c3nbw3633mt8;c3nbw36
-113.81;52.24;c3r14nn04f5h;c3r14nn
-113.81;52.26;c3r161whdcg0;c3r161w
-113.81;52.25;c3r14py46cgn;c3r14py
-113.82;52.24;c3r11ynb1f0u;c3r11yn
-113.82;52.25;c3r11zyf3cby;c3r11zy
-113.81;52.29;c3r16pn56fej;c3r16pn
-113.77;52.29;c3r17p55qftv;c3r17p5
-113.84;52.29;c3r13x05rfdm;c3r13x0
-113.82;52.21;c3r11bwc3c0z;c3r11bw
-113.99;51.2;c3ngq0ej8ecj;c3ngq0e
-113.99;51.21;c3ngq47pbe9p;c3ngq47
-113.32;53.51;c3x2mm4ykdev;c3x2mm4
-113.3;53.53;c3x2tbc6ye42;c3x2tbc
-113.27;53.57;c3x2y2p7cg8z;c3x2y2p
-113.32;53.56;c3x2tq6csegv;c3x2tq6
-113.31;53.54;c3x2tddjjew1;c3x2tdd
-113.31;53.51;c3x2mt4nmdwj;c3x2mt4
-113.91;53.54;c3wbxftm0e91;c3wbxft
-113.88;53.54;c3x08dej5ex3;c3x08de
-113.93;53.54;c3wbx6wtned3;c3wbx6w
-113.58;53.65;c3x1pqttfjhk;c3x1pqt
-113.63;53.64;c3x1nkc5thsg;c3x1nkc
-113.64;53.67;c3x1q43fkhfc;c3x1q43
-113.61;53.62;c3x1n9pxph78;c3x1n9p
-113.63;53.65;c3x1nq9jvjhu;c3x1nq9
-113.62;53.65;c3x1nw8myj1k;c3x1nw8
-113.63;53.65;c3x1nq9jvjhu;c3x1nq9
-113.98;53.54;c3wbw6dm17t9;c3wbw6d
-113.39;51.04;c3p67exct9b2;c3p67ex
-113.39;52.96;c3rm79pfme2k;c3rm79p
-122.22;49.04;c29nfz6newcb;c29nfz6
-122.27;49.04;c29ncxmwwwf2;c29ncxm
-122.31;49.05;c29p0c28fqxd;c29p0c2
-122.29;49.04;c29ncprnsqy0;c29ncpr
-122.27;49.03;c29ncttsqw4r;c29nctt
-122.31;49.04;c29nbz2wdqz8;c29nbz2
-122.38;49.06;c28zp5je5rh5;c28zp5j
-122.46;49.06;c28zj7575pn7;c28zj75
-122.32;49.05;c29p0932cqtd;c29p093
-122.27;49.04;c29ncxmwwwf2;c29ncxm
-122.32;49.05;c29p0932cqtd;c29p093
-122.38;49.06;c28zp5je5rh5;c28zp5j
-122.46;49.06;c28zj7575pn7;c28zj75
-122.92;49.28;c2b86ghku3w5;c2b86gh
-123.01;49.26;c2b80zdb71nr;c2b80zd
-122.97;49.28;c2b83epuz395;c2b83ep
-123.0;49.27;c2b83164s3b8;c2b8316
-123.0;49.23;c2b81441s30d;c2b8144
-123.0;49.28;c2b8354hu38e;c2b8354
-123.0;49.23;c2b81441s30d;c2b8144
-123.0;49.23;c2b81441s30d;c2b8144
-123.0;49.23;c2b81441s30d;c2b8144
-122.98;49.2;c28xcs8dy0zh;c28xcs8
-122.98;49.26;c2b81x88q1pp;c2b81x8
-123.0;49.27;c2b83164s3b8;c2b8316
-123.02;49.25;c2b80tew433v;c2b80te
-123.0;49.27;c2b83164s3b8;c2b8316
-122.97;49.28;c2b83epuz395;c2b83ep
-122.89;49.25;c2b85tdnp3qv;c2b85td
-123.0;49.23;c2b81441s30d;c2b8144
-122.91;49.28;c2b8755sv3de;c2b8755
-123.0;49.23;c2b81441s30d;c2b8144
-122.98;49.2;c28xcs8dy0zh;c28xcs8
-123.0;49.23;c2b81441s30d;c2b8144
-122.96;49.22;c2b81bpr235r;c2b81bp
-122.9;49.25;c2b85mdyn3kv;c2b85md
-122.97;49.25;c2b81txyp33j;c2b81tx
-123.01;49.28;c2b82g4ug1w7;c2b82g4
-125.25;50.03;c0yutgetz7wz;c0yutge
-125.25;50.03;c0yutgetz7wz;c0yutge
-117.66;49.3;c2u26wf971yq;c2u26wf
-121.96;49.11;c29r2spqqp9k;c29r2sp
-121.96;49.17;c29r8xp7ypcr;c29r8xp
-121.95;49.17;c29r8znezpgx;c29r8zn
-121.96;49.14;c29r89xmnpc6;c29r89x
-121.96;49.14;c29r89xmnpc6;c29r89x
-121.98;49.15;c29r872zebm5;c29r872
-121.96;49.16;c29r8tr3y01m;c29r8tr
-121.96;49.1;c29r2drknp17;c29r2dr
-122.32;49.05;c29p0932cqtd;c29p093
-122.73;49.12;c28xrnn8xxkw;c28xrnn
-122.82;49.25;c2b8jjtnn96m;c2b8jjt
-122.8;49.28;c2b8me5ub995;c2b8me5
-122.8;49.3;c2b8mwgc29cn;c2b8mwg
-122.8;49.28;c2b8me5ub995;c2b8me5
-122.84;49.26;c2b8hxw8k95z;c2b8hxw
-122.81;49.28;c2b8m7hkz9se;c2b8m7h
-122.76;49.27;c2b8q92fs9gb;c2b8q92
-122.84;49.23;c2b8hdn9s95f;c2b8hdn
-122.79;49.28;c2b8mg5hc9e5;c2b8mg5
-124.96;49.71;c0z4u3qvszrq;c0z4u3q
-124.99;49.68;c0z4egcnczq9;c0z4egc
-115.75;49.53;c2v9y09mjsbr;c2v9y09
-115.77;49.51;c2v9tt4bes9g;c2v9tt4
-120.22;55.75;c3ft0kfrqcjz;c3ft0kf
-120.22;55.75;c3ft0kfrqcjz;c3ft0kf
-123.13;49.01;c28qy1grzjge;c28qy1g
-122.89;49.12;c28x7w40xrqy;c28x7w4
-122.89;49.12;c28x7w40xrqy;c28x7w4
-123.08;49.09;c28rr0xcup6c;c28rr0x
-122.89;49.13;c28x7xf4zryz;c28x7xf
-123.08;49.09;c28rr0xcup6c;c28rr0x
-123.71;48.79;c28j8cvnk56u;c28j8cv
-123.7;48.78;c28j90hkj4ug;c28j90h
-123.7;48.78;c28j90hkj4ug;c28j90h
-113.51;53.54;c3x2948t15xc;c3x2948
-115.06;49.51;c2y1ttpbesx7;c2y1ttp
-120.85;56.24;c3fpcyptybjv;c3fpcyp
-123.53;49.41;c2b1j4b4n7sc;c2b1j4b
-120.35;50.67;c342m25y1u2b;c342m25
-120.35;50.67;c342m25y1u2b;c342m25
-120.37;50.65;c342hut1xsse;c342hut
-120.38;50.65;c342hstcwu85;c342hst
-120.36;50.67;c342m0hw0sqb;c342m0h
-120.36;50.7;c342mjssbtnu;c342mjs
-120.33;50.67;c342mb4q5sr2;c342mb4
-120.36;50.66;c342jnkebsqy;c342jnk
-120.28;50.68;c342qfnb2uu3;c342qfn
-120.36;50.7;c342mjssbtnu;c342mjs
-119.49;49.86;c2g58uwp91zb;c2g58uw
-119.49;49.89;c2g5bfnn31zy;c2g5bfn
-119.44;49.88;c2g5f06kn4ph;c2g5f06
-119.49;49.84;c2g58cn511rv;c2g58cn
-119.48;49.88;c2g5c0mk44hk;c2g5c0m
-119.44;49.88;c2g5f06kn4ph;c2g5f06
-119.47;49.87;c2g59qs9g1w7;c2g59qs
-119.43;49.89;c2g5f61wr3cn;c2g5f61
-119.5;49.89;c2g5bdny21vw;c2g5bdn
-119.39;49.95;c2gh5jngg7h0;c2gh5jn
-119.41;49.9;c2g5fu0294rz;c2g5fu0
-119.39;49.89;c2g5g4ny73un;c2g5g4n
-119.43;49.95;c2gh4m1ez710;c2gh4m1
-119.43;49.88;c2g5f23sp61h;c2g5f23
-119.44;49.92;c2g5fpdmn4ph;c2g5fpd
-123.8;48.98;c0xywue94ven;c0xywue
-122.66;49.11;c28z2u1wqz8h;c28z2u1
-123.5;48.46;c285tty5cqtd;c285tty
-123.51;48.44;c285t6nz2q5r;c285t6n
-123.5;48.45;c285tsn19qv8;c285tsn
-122.66;49.16;c28z8v39yb0j;c28z8v3
-122.67;49.11;c28z2s4qmzes;c28z2s4
-122.66;49.11;c28z2u1wqz8h;c28z2u1
-122.67;49.11;c28z2s4qmzes;c28z2s4
-122.65;49.1;c28z342upz47;c28z342
-122.67;49.08;c28z0wdrtz7w;c28z0wd
-122.67;49.16;c28z8t63vb5t;c28z8t6
-122.67;49.11;c28z2s4qmzes;c28z2s4
-122.64;49.16;c28z9m23bbhm;c28z9m2
-122.64;49.1;c28z362k0zh7;c28z362
-122.67;49.13;c28z2xf6vzgx;c28z2xf
-122.67;49.11;c28z2s4qmzes;c28z2s4
-122.56;49.22;c2bb504x314p;c2bb504
-122.59;49.22;c2bb42hxq11r;c2bb42h
-122.59;49.22;c2bb42hxq11r;c2bb42h
-122.66;49.22;c2bb0b1xqc0p;c2bb0b1
-122.66;49.22;c2bb0b1xqc0p;c2bb0b1
-120.76;50.12;c2fjhh14puzz;c2fjhh1
-122.32;49.13;c29p2xc6crvx;c29p2xc
-122.32;49.13;c29p2xc6crvx;c29p2xc
-124.04;49.23;c0zb16hcd3pd;c0zb16h
-123.95;49.18;c0xzg2yq78x3;c0xzg2y
-123.95;49.16;c0xzemq3g8pm;c0xzemq
-123.96;49.19;c0xzg4z0d8m7;c0xzg4z
-123.93;49.16;c0xzevkcv8nj;c0xzevk
-124.01;49.21;c0xzfn6tj88q;c0xzfn6
-124.05;49.24;c0zb15vec3te;c0zb15v
-117.28;49.5;c2u9e5pq3uy9;c2u9e5p
-122.91;49.22;c2b8505xm34x;c2b8505
-122.89;49.23;c2b85d41x3nf;c2b85d4
-122.9;49.21;c28xgq6vn2sy;c28xgq6
-122.92;49.21;c28xfykmh2wn;c28xfyk
-122.91;49.2;c28xghedv2fs;c28xghe
-122.91;49.22;c2b8505xm34x;c2b8505
-122.95;49.19;c28xf4y892me;c28xf4y
-122.89;49.22;c2b8584pr3nz;c2b8584
-122.92;49.21;c28xfykmh2wn;c28xfyk
-122.92;49.2;c28xfus6u2yh;c28xfus
-122.91;49.2;c28xghedv2fs;c28xghe
-123.07;49.32;c2b2x6rjv4kc;c2b2x6r
-123.04;49.31;c2b880t584mx;c2b880t
-123.04;49.34;c2b88nj424tt;c2b88nj
-123.09;49.33;c2b2xh2854y7;c2b2xh2
-123.04;49.31;c2b880t584mx;c2b880t
-123.07;49.32;c2b2x6rjv4kc;c2b2x6r
-123.1;49.32;c2b2wf3mf4k3;c2b2wf3
-123.08;49.31;c2b2x0xgs46z;c2b2x0x
-122.97;49.32;c2b89drvz631;c2b89dr
-122.95;49.31;c2b8d0we96mx;c2b8d0w
-123.1;49.34;c2b2wy1664sm;c2b2wy1
-123.07;49.34;c2b2xqp4m4sv;c2b2xqp
-123.11;49.32;c2b2wd6jc461;c2b2wd6
-123.08;49.31;c2b2x0xgs46z;c2b2x0x
-124.3;49.32;c0z8e6rmzfrc;c0z8e6r
-119.59;49.48;c2fcqxt1zh7w;c2fcqxt
-119.59;49.5;c2fcwejnrhg9;c2fcwej
-119.58;49.47;c2fcqvsrxuxg;c2fcqvs
-119.62;49.5;c2fctgpq7uv1;c2fctgp
-122.69;49.23;c2bb045ce9p6;c2bb045
-124.79;49.27;c0z2236dw1z0;c0z2236
-122.78;49.26;c2b8npd269jr;c2b8npd
-122.74;49.25;c2b8nvxqnc2j;c2b8nvx
-122.77;49.26;c2b8nr9879pr;c2b8nr9
-122.78;49.27;c2b8q166d9v2;c2b8q16
-122.76;49.24;c2b8nebgu9eg;c2b8neb
-122.83;49.28;c2b8kgjuv987;c2b8kgj
-122.83;49.28;c2b8kgjuv987;c2b8kgj
-122.86;49.28;c2b8k70hf3xe;c2b8k70
-124.52;49.84;c0z7w3p71c2v;c0z7w3p
-124.52;49.84;c0z7w3p71c2v;c0z7w3p
-122.78;53.92;c38dwpf6f8jm;c38dwpf
-122.78;53.91;c38dwn42d8m7;c38dwn4
-122.78;53.87;c38dqndr6xtk;c38dqnd
-122.74;53.91;c38dwyp2wb25;c38dwyp
-122.78;53.9;c38dwh4q68t3;c38dwh4
-130.32;54.31;c1ekfqzfewp3;c1ekfqz
-122.5;52.98;c32vkkwnz5ex;c32vkkw
-118.22;51.01;c35fjy4ff2cu;c35fjy4
-123.18;49.15;c28rsgrp9bqe;c28rsgr
-123.09;49.13;c28rrpbdgpyr;c28rrpb
-123.14;49.17;c28rtzh5ypcr;c28rtzh
-123.18;49.12;c28rkyp09zqw;c28rkyp
-123.18;49.19;c28rufz09bqe;c28rufz
-123.08;49.19;c28rz4zbs06g;c28rz4z
-123.13;49.19;c28ry4g2x07e;c28ry4g
-123.14;49.17;c28rtzh5ypcr;c28rtzh
-123.18;49.19;c28rufz09bqe;c28rufz
-123.16;49.15;c28rt7mxebm5;c28rt7m
-123.18;49.19;c28rufz09bqe;c28rufz
-123.18;49.2;c28ruux4cbys;c28ruux
-123.14;49.17;c28rtzh5ypcr;c28rtzh
-123.14;49.14;c28rtcsjnpc6;c28rtcs
-123.18;49.17;c28rszp5czyx;c28rszp
-123.18;49.19;c28rufz09bqe;c28rufz
-123.15;49.17;c28rtxhguzzr;c28rtxh
-123.18;49.2;c28ruux4cbys;c28ruux
-123.16;49.16;c28rtmm9gbjj;c28rtmm
-123.14;49.17;c28rtzh5ypcr;c28rtzh
-123.39;48.45;c2878hn1swgb;c2878hn
-123.38;48.46;c2878mv7vww4;c2878mv
-119.3;50.69;c350m7b6skw5;c350m7b
-123.75;49.47;c0zcrvxzxuxg;c0zcrvx
-123.4;48.65;c28hzbqyg99g;c28hzbq
-123.4;48.65;c28hzbqyg99g;c28hzbq
-123.43;48.64;c28hxq9h8914;c28hxq9
-127.19;54.82;c1txcexjdhs7;c1txcex
-122.8;49.03;c28wvteu2w1p;c28wvte
-123.13;49.74;c2b6yngkx07e;c2b6yng
-123.15;49.7;c2b6txsgkzxk;c2b6txs
-122.89;49.14;c28xe9djpryf;c28xe9d
-122.8;49.19;c28xvdgb8835;c28xvdg
-122.85;49.19;c28xu6z2e83g;c28xu6z
-122.73;49.1;c28xr4qspxhe;c28xr4q
-122.84;49.13;c28xkxyduxgz;c28xkxy
-122.8;49.05;c28xj97bbw94;c28xj97
-122.87;49.03;c28wuj8u3qjx;c28wuj8
-122.78;49.05;c28xn162fwt6;c28xn16
-122.84;49.18;c28xu8ywk8ec;c28xu8y
-122.78;49.2;c28xyhd6f8vk;c28xyhd
-122.89;49.16;c28xet61z2nv;c28xet6
-122.8;49.05;c28xj97bbw94;c28xj97
-122.8;49.06;c28xje5g0x15;c28xje5
-122.8;49.1;c28xmd7u0x15;c28xmd7
-122.8;49.19;c28xvdgb8835;c28xvdg
-122.84;49.14;c28xs9wthxgf;c28xs9w
-122.74;49.11;c28xqupqqz8h;c28xqup
-122.8;49.19;c28xvdgb8835;c28xvdg
-122.84;49.18;c28xu8ywk8ec;c28xu8y
-122.87;49.18;c28xu0by32t9;c28xu0b
-122.8;49.19;c28xvdgb8835;c28xvdg
-122.81;49.06;c28xj7h7pxhe;c28xj7h
-122.8;49.16;c28xtt7cb81j;c28xtt7
-122.84;49.19;c28xudy8s87g;c28xudy
-122.7;49.12;c28xryh8dz7n;c28xryh
-122.78;49.16;c28xwj63f8jm;c28xwj6
-122.85;49.19;c28xu6z2e83g;c28xu6z
-122.78;49.05;c28xn162fwt6;c28xn16
-122.84;49.19;c28xudy8s87g;c28xudy
-122.8;49.16;c28xtt7cb81j;c28xtt7
-128.59;54.52;c1sw1v5d5btn;c1sw1v5
-123.07;49.02;c28qz7z4jnku;c28qz7z
-123.08;49.04;c28qzprysnfb;c28qzpr
-123.07;49.02;c28qz7z4jnku;c28qz7z
-123.12;49.27;c2b2q36dxczb;c2b2q36
-123.13;49.29;c2b2qhgrp45s;c2b2qhg
-123.15;49.27;c2b2m9kfscz2;c2b2m9k
-123.12;49.28;c2b2q74szcxg;c2b2q74
-123.15;49.27;c2b2m9kfscz2;c2b2m9k
-123.13;49.25;c2b2njeqp17t;c2b2nje
-123.25;49.26;c2b25rs06c5p;c2b25rs
-123.12;49.29;c2b2qkfxpfpu;c2b2qkf
-123.17;49.26;c2b2jpw2710x;c2b2jpw
-123.12;49.29;c2b2qkfxpfpu;c2b2qkf
-123.14;49.27;c2b2mck4w1c2;c2b2mck
-123.05;49.28;c2b2rgjsz1ee;c2b2rgj
-123.14;49.29;c2b2muupn41k;c2b2muu
-123.24;49.27;c2b27976ecv0;c2b2797
-123.12;49.29;c2b2qkfxpfpu;c2b2qkf
-123.1;49.37;c2b2yg9344u7;c2b2yg9
-123.13;49.25;c2b2njeqp17t;c2b2nje
-123.25;49.27;c2b273k4dcg0;c2b273k
-123.12;49.29;c2b2qkfxpfpu;c2b2qkf
